C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_00_868.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_00_868.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_00_868.jpg,0,0,0,7.559453
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_00_941.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_00_941.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_00_941.jpg,0,0,0,7.513839
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_023.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_023.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_023.jpg,0,0,0,7.45345
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_092.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_092.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_092.jpg,0,0,0,7.393544
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_160.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_160.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_160.jpg,0,0,0,7.348932
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_231.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_231.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_231.jpg,0,0,0,7.289866
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_298.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_298.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_298.jpg,0,0,0,7.24588
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_367.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_367.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_367.jpg,0,0,0,7.187642
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_437.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_437.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_437.jpg,0,0,0,7.144271
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_506.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_506.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_506.jpg,0,0,0,7.086851
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_579.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_579.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_579.jpg,0,0.1049436,0,7.088607
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_647.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_647.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_647.jpg,0,0.3123507,0,7.270327
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_715.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_715.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_715.jpg,0,0.5196492,0,7.56708
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_787.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_787.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_787.jpg,0,0.7343775,0,8.150529
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_856.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_856.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_856.jpg,0,0.7251051,0,8.655681
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_924.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_924.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_924.jpg,0,0.520695,0,9.15021
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_01_994.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_01_994.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_01_994.jpg,0,0.3118431,0,9.362208
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_065.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_065.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_065.jpg,0,0.1004739,0,9.436151
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_131.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_131.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_131.jpg,0,0,0,9.387816
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_200.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_200.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_200.jpg,0,0,0,9.331171
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_270.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_270.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_270.jpg,0,0.2088147,0,9.395823
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_376.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_376.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_376.jpg,0,0.5282088,0,9.807032
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_444.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_444.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_444.jpg,0,0.7303182,0,10.21577
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_514.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_514.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_514.jpg,0,0.9412422,0,10.9762
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_582.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_582.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_582.jpg,0,1,0,11.46139
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_651.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_651.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_651.jpg,0,1,0,12.46315
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_719.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_719.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_719.jpg,0,0.8937361,0,13.00107
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_787.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_787.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_787.jpg,0,0.6924268,0,13.66379
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_863.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_863.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_863.jpg,0,0.4824787,0,14.04089
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_931.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_931.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_931.jpg,0,0.2770723,0,14.29172
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_02_999.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_02_999.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_02_999.jpg,0,0.07468654,0,14.20167
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_098.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_098.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_098.jpg,0,0,0,14.13558
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_164.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_164.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_164.jpg,0.05,0,0,13.98206
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_233.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_233.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_233.jpg,0.25,0,0,13.85719
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_331.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_331.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_331.jpg,0,0,0,13.75202
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_429.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_429.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_429.jpg,0,0,0,13.55488
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_529.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_529.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_529.jpg,0,0.2949609,0,13.60982
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_621.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_621.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_621.jpg,0,0.589086,0,13.97436
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_723.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_723.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_723.jpg,0,0.8850849,0,14.88713
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_815.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_815.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_815.jpg,0,1,0,15.88501
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_03_909.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_03_909.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_03_909.jpg,0,1,0,16.94897
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_006.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_006.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_006.jpg,0,1,0,17.96713
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_104.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_104.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_104.jpg,0,1,0,18.79782
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_199.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_199.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_199.jpg,0,1,0,19.8236
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_294.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_294.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_294.jpg,0.1,0.8129008,0,20.74094
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_388.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_388.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_388.jpg,0.35,0.5310159,0,21.27028
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_483.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_483.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_483.jpg,0,0.244452,0,21.45561
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_578.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_578.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_578.jpg,0,0,0,21.38602
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_672.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_672.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_672.jpg,0,0,0,21.11331
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_770.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_770.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_770.jpg,0.1,0,0,20.36766
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_859.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_859.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_859.jpg,0.3,0,0,20.14527
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_04_952.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_04_952.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_04_952.jpg,0.5500001,0,0,19.58317
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_051.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_051.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_051.jpg,0.8000001,0,0,18.04437
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_142.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_142.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_142.jpg,0,0,0,17.72365
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_240.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_240.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_240.jpg,0.05,0,0,16.82262
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_344.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_344.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_344.jpg,0.3,0,0,15.06576
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_440.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_440.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_440.jpg,0.5500001,0,0,14.3775
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_535.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_535.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_535.jpg,0,0.2989758,0,13.81395
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_637.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_637.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_637.jpg,0,0.5875218,0,13.35012
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_730.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_730.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_730.jpg,0,0.8694084,0,13.70445
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_830.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_830.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_830.jpg,0,1,0,13.90755
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_897.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_897.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_897.jpg,0,1,0,14.3098
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_05_992.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_05_992.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_05_992.jpg,0,1,0,14.77702
C:\Users\Akshay\Desktop\IMG\center_2019_07_24_20_03_06_084.jpg,C:\Users\Akshay\Desktop\IMG\left_2019_07_24_20_03_06_084.jpg,C:\Users\Akshay\Desktop\IMG\right_2019_07_24_20_03_06_084.jpg,0,1,0,15.3341
